-5	4
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-6	3
-7	3
-7	3
-7	3
